,clockTime,sprite,x,y,direction,touching,block,keysDown,variables,stageVariables
0,0.015,Paddle,52,-145,-90,[],event_whenflagclicked,[],{},{}
1,0.29,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
2,0.292,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
3,0.32,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
4,0.35,Paddle,112,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
5,0.384,Paddle,132,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
6,0.429,Paddle,152,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
7,0.46,Paddle,172,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
8,0.486,Paddle,152,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
9,0.516,Paddle,132,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
10,0.554,Paddle,112,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
11,0.583,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
12,0.617,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
13,0.65,Paddle,72,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
14,0.716,Paddle,72,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
15,0.716,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
16,0.75,Paddle,112,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
17,0.786,Paddle,132,-145,-90,['Ball'],motion_changexby{math_number(NUM:20)},['Right'],{},{}
18,0.818,Paddle,152,-145,-90,['Ball'],motion_changexby{math_number(NUM:20)},['Right'],{},{}
19,0.819,Paddle,152,-145,-90,['Ball'],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
